ù2;4.427034;0.505873;8.751272;ex4 COUNT ATOMIC
2;4.427034;0.509899;8.682184;ex4 COUNT REDUCTION
2;0.000059;0.000003;19.028558;ex4 FIND ONLY
3;4.427034;0.494823;8.946693;ex4 COUNT ATOMIC
3;4.427034;0.622385;7.113012;ex4 COUNT REDUCTION
3;0.000059;0.000004;16.422851;ex4 FIND ONLY
4;4.427034;0.491912;8.999652;ex4 COUNT ATOMIC
4;4.427034;0.491034;9.015745;ex4 COUNT REDUCTION
4;0.000059;0.000003;19.759437;ex4 FIND ONLY
5;4.427034;0.491735;9.002887;ex4 COUNT ATOMIC
5;4.427034;0.491549;9.006296;ex4 COUNT REDUCTION
5;0.000059;0.000003;17.527197;ex4 FIND ONLY
6;4.427034;0.491545;9.006367;ex4 COUNT ATOMIC
6;4.427034;0.497519;8.898218;ex4 COUNT REDUCTION
6;0.000059;0.000003;20.620964;ex4 FIND ONLY
7;4.427034;0.491425;9.008562;ex4 COUNT ATOMIC
7;4.427034;0.491183;9.012994;ex4 COUNT REDUCTION
7;0.000059;0.000003;21.442781;ex4 FIND ONLY
8;4.427034;0.491571;9.005881;ex4 COUNT ATOMIC
8;4.427034;0.491304;9.010784;ex4 COUNT REDUCTION
8;0.000059;0.000003;21.529367;ex4 FIND ONLY
9;4.427034;0.498476;8.881130;ex4 COUNT ATOMIC
9;4.427034;0.491244;9.011884;ex4 COUNT REDUCTION
9;0.000059;0.000003;20.548705;ex4 FIND ONLY
10;4.427034;0.491755;9.002525;ex4 COUNT ATOMIC
10;4.427034;0.491570;9.005900;ex4 COUNT REDUCTION
10;0.000059;0.000003;21.964795;ex4 FIND ONLY
11;4.427034;0.491826;9.001223;ex4 COUNT ATOMIC
11;4.427034;0.491090;9.014702;ex4 COUNT REDUCTION
11;0.000059;0.000003;21.341339;ex4 FIND ONLY
12;4.427034;0.491731;9.002951;ex4 COUNT ATOMIC
12;4.427034;0.491276;9.011294;ex4 COUNT REDUCTION
12;0.000059;0.000003;22.014272;ex4 FIND ONLY
2;3.787111;0.496535;7.627080;ex4 COUNT ATOMIC
2;3.787111;0.504553;7.505868;ex4 COUNT REDUCTION
2;0.000056;0.000003;16.866818;ex4 FIND ONLY
3;3.787111;0.504549;7.505939;ex4 COUNT ATOMIC
3;3.787111;0.918451;4.123369;ex4 COUNT REDUCTION
3;0.000056;0.000003;18.215734;ex4 FIND ONLY
4;3.787111;0.503414;7.522857;ex4 COUNT ATOMIC
4;3.787111;0.960516;3.942789;ex4 COUNT REDUCTION
4;0.000056;0.000004;15.970316;ex4 FIND ONLY
5;3.787111;0.506553;7.476240;ex4 COUNT ATOMIC
5;3.787111;0.905408;4.182768;ex4 COUNT REDUCTION
5;0.000056;0.000004;14.919964;ex4 FIND ONLY
6;3.787111;0.503794;7.517177;ex4 COUNT ATOMIC
6;3.787111;0.915675;4.135868;ex4 COUNT REDUCTION
6;0.000056;0.000003;17.143251;ex4 FIND ONLY
7;3.787111;0.511242;7.407676;ex4 COUNT ATOMIC
7;3.787111;0.898222;4.216230;ex4 COUNT REDUCTION
7;0.000056;0.000003;17.824867;ex4 FIND ONLY
8;3.787111;0.505919;7.485614;ex4 COUNT ATOMIC
8;3.787111;0.967676;3.913615;ex4 COUNT REDUCTION
8;0.000056;0.000003;16.401568;ex4 FIND ONLY
9;3.787111;0.504678;7.504020;ex4 COUNT ATOMIC
9;3.787111;0.865718;4.374533;ex4 COUNT REDUCTION
9;0.000056;0.000003;18.110605;ex4 FIND ONLY
10;3.787111;0.506755;7.473254;ex4 COUNT ATOMIC
10;3.787111;0.877909;4.313786;ex4 COUNT REDUCTION
10;0.000056;0.000003;16.846706;ex4 FIND ONLY
11;3.787111;0.504187;7.511320;ex4 COUNT ATOMIC
11;3.787111;0.930945;4.068029;ex4 COUNT REDUCTION
11;0.000056;0.000003;18.029683;ex4 FIND ONLY
12;3.787111;0.512285;7.392587;ex4 COUNT ATOMIC
12;3.787111;0.880605;4.300577;ex4 COUNT REDUCTION
12;0.000056;0.000003;16.993676;ex4 FIND ONLY
